,name,position,team,xP,assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,mng_clean_sheets,mng_draw,mng_goals_scored,mng_loss,mng_underdog_draw,mng_underdog_win,mng_win,modified,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards
94,Joachim Andersen,DEF,Fulham,1.5,0,0,4,0,2.3,191,0.02,0.04,0.02,1.12,352,3,0,3.3,26.6,2025-05-10T14:00:00Z,90,0,0,0,0,0,0,0,False,8,0,0,0,0,36,0,395335,1,3,1,4.0,1,-1039,2614,3653,42,True,0
95,Moisés Caicedo Corozo,MID,Chelsea,2.5,0,0,19,0,16.7,157,0.03,0.06,0.03,1.57,356,2,0,3.5,17.4,2025-05-11T11:00:00Z,90,0,0,0,0,0,0,0,False,15,0,0,0,0,36,0,112701,1,0,2,1.0,2,676,1835,1159,49,False,0
96,Carlos Henrique Casimiro,MID,Man Utd,0.5,0,0,0,0,0.0,368,0.0,0.0,0.0,0.0,355,0,0,0.0,0.0,2025-05-11T13:15:00Z,0,0,0,0,0,0,0,0,False,19,0,0,0,0,36,0,48510,0,2,0,0.0,0,737,1248,511,46,True,0
97,Roman Dixon,DEF,Everton,0.0,0,0,0,0,0.0,627,0.0,0.0,0.0,0.0,352,0,0,0.0,0.0,2025-05-10T14:00:00Z,0,0,0,0,0,0,0,0,False,9,0,0,0,0,36,0,8672,0,3,1,0.0,0,-12,81,93,39,False,0
98,Jhon Durán,FWD,Aston Villa,0.0,0,0,0,0,0.0,38,0.0,0.0,0.0,0.0,351,0,0,0.0,0.0,2025-05-10T16:30:00Z,0,0,0,0,0,0,0,0,False,3,0,0,0,0,36,0,184300,0,1,0,0.0,0,-573,0,573,57,False,0
99,Jacob Murphy,MID,Newcastle,6.1,1,0,24,1,43.9,402,0.82,0.85,0.03,0.69,356,0,0,9.2,38.8,2025-05-11T11:00:00Z,90,0,0,0,0,0,0,0,False,6,0,0,0,0,36,0,1813869,1,0,2,9.0,5,-252747,30632,283379,53,True,1
100,Sean Longstaff,MID,Newcastle,0.9,0,0,3,0,0.0,410,0.0,0.0,0.0,0.0,356,0,0,0.0,0.2,2025-05-11T11:00:00Z,1,0,0,0,0,0,0,0,False,6,0,0,0,0,36,0,39510,0,0,2,0.0,1,-148,371,519,44,True,0
101,Leander Dendoncker,MID,Aston Villa,0.0,0,0,0,0,0.0,33,0.0,0.0,0.0,0.0,351,0,0,0.0,0.0,2025-05-10T16:30:00Z,0,0,0,0,0,0,0,0,False,3,0,0,0,0,36,0,20062,0,1,0,0.0,0,-38,0,38,45,False,0
102,Trevoh Chalobah,DEF,Chelsea,3.0,0,0,12,0,2.2,159,0.01,0.06,0.05,1.55,356,1,0,1.7,10.6,2025-05-11T11:00:00Z,74,0,0,0,0,0,0,0,False,15,0,0,0,0,36,0,87427,1,0,2,4.0,2,-1162,2766,3928,44,False,0
103,Ryan Manning,DEF,Southampton,1.0,0,0,3,0,0.0,467,0.0,0.0,0.0,0.11,358,0,0,0.3,3.0,2025-05-10T14:00:00Z,2,0,0,0,0,0,0,0,False,13,0,0,0,0,36,0,7967,0,0,0,0.0,1,-917,253,1170,43,True,0
104,Vitalii Mykolenko,DEF,Everton,2.8,0,0,17,0,1.2,231,0.01,0.04,0.03,0.79,352,1,1,4.9,40.6,2025-05-10T14:00:00Z,90,0,0,0,0,0,0,0,False,9,0,0,0,0,36,0,689174,1,3,1,7.0,8,-14475,20330,34805,43,False,0
105,Ryan Christie,MID,Bournemouth,0.0,0,0,0,0,0.0,63,0.0,0.0,0.0,0.0,351,0,0,0.0,0.0,2025-05-10T16:30:00Z,0,0,0,0,0,0,0,0,False,2,0,0,0,0,36,0,14850,0,1,0,0.0,0,-314,20,334,49,True,0
106,Fábio Silva,FWD,Wolves,0.0,0,0,0,0,0.0,545,0.0,0.0,0.0,0.0,360,0,0,0.0,0.0,2025-05-10T14:00:00Z,0,0,0,0,0,0,0,0,False,5,0,0,0,0,36,0,9679,0,2,0,0.0,0,-9,0,9,50,True,0
107,Kepa Arrizabalaga,GK,Bournemouth,3.5,0,0,9,0,0.0,152,0.0,0.0,0.0,0.98,351,1,0,2.1,21.4,2025-05-10T16:30:00Z,90,0,0,0,0,0,0,0,False,2,0,0,0,0,36,2,364993,1,1,0,0.0,2,3745,17077,13332,46,True,0
108,Frank Onyeka,MID,Brentford,0.0,0,0,0,0,0.0,102,0.0,0.0,0.0,0.0,353,0,0,0.0,0.0,2025-05-10T14:00:00Z,0,0,0,0,0,0,0,0,False,10,0,0,0,0,36,0,1446,0,1,0,0.0,0,-1,0,1,49,False,0
109,Youssef Ramalho Chermiti,FWD,Everton,0.5,0,0,0,0,0.0,237,0.0,0.0,0.0,0.0,352,0,0,0.0,0.0,2025-05-10T14:00:00Z,0,0,0,0,0,0,0,0,False,9,0,0,0,0,36,0,2188,0,3,1,0.0,0,-76,49,125,49,False,0
110,Morgan Gibbs-White,MID,Nott'm Forest,5.0,1,3,43,0,30.8,433,0.13,0.41,0.28,1.07,357,2,1,12.3,54.0,2025-05-11T13:15:00Z,90,0,0,0,0,0,0,0,False,11,0,0,0,0,36,0,753571,1,2,2,38.0,13,71098,96644,25546,64,True,0
111,Noni Madueke,MID,Chelsea,1.3,0,0,2,0,12.0,177,0.15,0.15,0.0,1.48,356,1,0,1.6,0.0,2025-05-11T11:00:00Z,45,0,0,0,0,0,0,0,False,15,0,0,0,0,36,0,361153,1,0,2,4.0,1,647,3133,2486,60,False,0
112,Nélson Cabral Semedo,DEF,Wolves,3.8,0,0,5,0,30.2,559,0.19,0.19,0.0,1.57,360,2,0,4.9,14.6,2025-05-10T14:00:00Z,90,0,0,0,0,0,0,0,False,5,0,0,0,0,36,0,74424,1,2,0,4.0,1,2510,6088,3578,45,True,0
113,Alex Palmer,GK,Ipswich,1.0,0,0,15,0,0.0,764,0.0,0.0,0.0,1.41,353,1,0,3.6,36.0,2025-05-10T14:00:00Z,90,0,0,0,0,0,0,0,False,4,0,0,0,0,36,4,9548,1,1,0,0.0,3,552,1665,1113,45,True,0
114,Thomas Frank,AM,Brentford,12.7,0,0,0,0,0.0,752,0.0,0.0,0.0,0.0,353,0,0,0.0,0.0,2025-05-10T14:00:00Z,0,1,0,1,0,0,0,1,False,10,0,0,0,0,36,0,78465,0,1,0,0.0,9,10041,10928,887,8,False,0
115,Tommy Doyle,MID,Wolves,0.0,0,0,0,0,0.0,544,0.0,0.0,0.0,0.0,360,0,0,0.0,0.0,2025-05-10T14:00:00Z,0,0,0,0,0,0,0,0,False,5,0,0,0,0,36,0,4054,0,2,0,0.0,0,-5,30,35,47,True,0
116,Tom Heaton,GK,Man Utd,0.0,0,0,0,0,0.0,374,0.0,0.0,0.0,0.0,355,0,0,0.0,0.0,2025-05-11T13:15:00Z,0,0,0,0,0,0,0,0,False,19,0,0,0,0,36,0,27091,0,2,0,0.0,0,-158,254,412,39,True,0
117,Lucas Bergvall,MID,Spurs,0.0,0,0,0,0,0.0,481,0.0,0.0,0.0,0.0,359,0,0,0.0,0.0,2025-05-11T13:15:00Z,0,0,0,0,0,0,0,0,False,7,0,0,0,0,36,0,96833,0,2,0,0.0,0,-7184,40,7224,44,True,0
118,Lesley Ugochukwu,MID,Southampton,2.2,0,0,-2,0,0.0,188,0.0,0.0,0.0,0.65,358,0,0,0.0,0.4,2025-05-10T14:00:00Z,45,0,0,0,0,0,0,0,False,13,0,0,0,0,36,0,37395,1,0,0,0.0,0,148,2018,1870,44,True,1
119,Charlie Tasker,DEF,Brighton,0.0,0,0,0,0,0.0,791,0.0,0.0,0.0,0.0,360,0,0,0.0,0.0,2025-05-10T14:00:00Z,0,0,0,0,0,0,0,0,False,20,0,0,0,0,36,0,271,0,2,0,0.0,0,20,29,9,40,False,0
120,Evan Ferguson,FWD,West Ham,0.5,0,0,0,0,0.0,123,0.0,0.0,0.0,0.0,355,0,0,0.0,0.0,2025-05-11T13:15:00Z,0,0,0,0,0,0,0,0,False,14,0,0,0,0,36,0,28606,0,2,0,0.0,0,-171,266,437,55,False,0
121,Christian Eriksen,MID,Man Utd,1.8,0,0,5,0,18.6,370,0.31,0.38,0.07,0.29,355,0,0,2.8,7.2,2025-05-11T13:15:00Z,7,0,0,0,0,0,0,0,False,19,0,0,0,0,36,0,19898,0,2,0,2.0,1,31,122,91,52,True,0
122,Nasser Djiga,DEF,Wolves,0.2,0,0,0,0,0.0,769,0.0,0.0,0.0,0.0,360,0,0,0.0,0.0,2025-05-10T14:00:00Z,0,0,0,0,0,0,0,0,False,5,0,0,0,0,36,0,1589,0,2,0,0.0,0,-37,69,106,45,True,0
123,Tyrique George,MID,Chelsea,1.3,0,0,0,0,0.0,696,0.0,0.0,0.0,0.0,356,0,0,0.0,0.0,2025-05-11T11:00:00Z,0,0,0,0,0,0,0,0,False,15,0,0,0,0,36,0,2334,0,0,2,0.0,0,-60,209,269,45,False,0
124,Danny Ings,FWD,West Ham,0.0,0,0,0,0,0.0,523,0.0,0.0,0.0,0.0,355,0,0,0.0,0.0,2025-05-11T13:15:00Z,0,0,0,0,0,0,0,0,False,14,0,0,0,0,36,0,133542,0,2,0,0.0,0,-847,460,1307,48,False,0
125,Jean-Ricner Bellegarde,MID,Wolves,1.0,0,0,5,0,4.4,535,0.0,0.08,0.08,0.66,360,1,0,1.1,2.2,2025-05-10T14:00:00Z,30,0,0,0,0,0,0,0,False,5,0,0,0,0,36,0,22036,0,2,0,4.0,1,141,2433,2292,49,True,0
126,Tim Ream,DEF,Fulham,0.0,0,0,0,0,0.0,253,0.0,0.0,0.0,0.0,352,0,0,0.0,0.0,2025-05-10T14:00:00Z,0,0,0,0,0,0,0,0,False,8,0,0,0,0,36,0,563,0,3,1,0.0,0,0,0,0,45,True,0
127,Benoît Badiashile,DEF,Chelsea,-0.5,0,0,0,0,0.0,153,0.0,0.0,0.0,0.0,356,0,0,0.0,0.0,2025-05-11T11:00:00Z,0,0,0,0,0,0,0,0,False,15,0,0,0,0,36,0,9341,0,0,2,0.0,0,-15,27,42,42,False,0
128,Radu Drăgușin,DEF,Spurs,0.0,0,0,0,0,0.0,486,0.0,0.0,0.0,0.0,359,0,0,0.0,0.0,2025-05-11T13:15:00Z,0,0,0,0,0,0,0,0,False,7,0,0,0,0,36,0,17223,0,2,0,0.0,0,-72,17,89,43,True,0
129,Jack Stephens,DEF,Southampton,2.8,0,0,25,1,0.5,472,0.0,0.0,0.0,1.82,358,0,0,2.5,24.6,2025-05-10T14:00:00Z,90,0,0,0,0,0,0,0,False,13,0,0,0,0,36,0,39099,1,0,0,0.0,6,-739,325,1064,40,True,0
130,Mateo Kovačić,MID,Man City,4.5,0,0,17,1,30.4,354,0.11,0.22,0.11,0.1,358,0,0,5.2,13.8,2025-05-10T14:00:00Z,83,0,0,0,0,0,0,0,False,17,0,0,0,0,36,0,161851,1,0,0,8.0,3,8105,12651,4546,54,False,0
131,Nicolás Domínguez,MID,Nott'm Forest,3.0,0,0,11,0,4.7,431,0.04,0.22,0.18,0.68,357,1,0,5.6,12.8,2025-05-11T13:15:00Z,73,0,0,0,0,0,0,0,False,11,0,0,0,0,36,0,4556,1,2,2,38.0,2,78,169,91,48,True,0
132,Ben Doak,MID,Liverpool,0.0,0,0,0,0,0.0,318,0.0,0.0,0.0,0.0,354,0,0,0.0,0.0,2025-05-11T15:30:00Z,0,0,0,0,0,0,0,0,False,1,0,0,0,0,36,0,1657,0,2,2,0.0,0,-1,0,1,45,True,0
133,Phil Foden,MID,Man City,2.0,0,0,14,1,29.7,348,0.2,0.24,0.04,0.1,358,0,0,4.4,5.4,2025-05-10T14:00:00Z,75,0,0,0,0,0,0,0,False,17,0,0,0,0,36,0,533112,1,0,0,9.0,3,-3610,7469,11079,91,False,0
134,Mason Mount,MID,Man Utd,2.2,0,0,6,0,27.8,382,0.2,0.26,0.06,1.28,355,2,0,6.1,14.0,2025-05-11T13:15:00Z,58,0,0,0,0,0,0,0,False,19,0,0,0,0,36,0,23046,1,2,0,19.0,1,9606,10013,407,63,True,0
135,Gabriel Martinelli Silva,MID,Arsenal,4.8,0,0,27,0,2.6,9,0.03,0.43,0.4,2.56,354,2,1,8.0,37.6,2025-05-11T15:30:00Z,90,0,0,0,0,0,0,0,False,12,0,0,0,0,36,0,286784,1,2,2,40.0,7,-17610,5205,22815,65,False,0
136,Yasin Ayari,MID,Brighton,3.0,0,0,11,1,2.6,600,0.01,0.04,0.03,0.91,360,0,0,1.0,3.6,2025-05-10T14:00:00Z,90,0,0,0,0,0,0,0,False,20,0,0,0,0,36,0,4070,1,2,0,4.0,3,57,184,127,50,False,0
137,Callum Olusesi,MID,Spurs,0.0,0,0,0,0,0.0,683,0.0,0.0,0.0,0.0,359,0,0,0.0,0.0,2025-05-11T13:15:00Z,0,0,0,0,0,0,0,0,False,7,0,0,0,0,36,0,909,0,2,0,0.0,0,13,22,9,45,True,0
138,Mikel Merino,MID,Arsenal,2.2,0,0,18,0,12.1,633,0.02,1.06,1.04,2.19,354,2,1,9.5,38.6,2025-05-11T15:30:00Z,78,0,0,0,0,0,0,0,False,12,0,0,0,1,36,0,239925,1,2,2,44.0,4,-81302,3309,84611,61,False,0
139,Jamaldeen Jimoh,MID,Aston Villa,0.0,0,0,0,0,0.0,710,0.0,0.0,0.0,0.0,351,0,0,0.0,0.0,2025-05-10T16:30:00Z,0,0,0,0,0,0,0,0,False,3,0,0,0,0,36,0,492,0,1,0,0.0,0,5,20,15,45,False,0
140,Facundo Buonanotte,MID,Leicester,1.2,0,2,27,0,11.5,117,0.01,0.14,0.13,0.08,357,0,1,8.8,38.8,2025-05-11T13:15:00Z,29,0,0,0,0,0,0,0,False,16,0,0,0,0,36,0,45648,0,2,2,38.0,7,-634,250,884,45,False,1
141,Caoimhin Kelleher,GK,Liverpool,0.0,0,0,0,0,0.0,325,0.0,0.0,0.0,0.0,354,0,0,0.0,0.0,2025-05-11T15:30:00Z,0,0,0,0,0,0,0,0,False,1,0,0,0,0,36,0,144649,0,2,2,0.0,0,-2727,1694,4421,40,True,0
142,Odeluga Offiah,DEF,Brighton,0.0,0,0,0,0,0.0,139,0.0,0.0,0.0,0.0,360,0,0,0.0,0.0,2025-05-10T14:00:00Z,0,0,0,0,0,0,0,0,False,20,0,0,0,0,36,0,5871,0,2,0,0.0,0,-16,0,16,40,False,0
143,Lino da Cruz Sousa,DEF,Aston Villa,0.0,0,0,0,0,0.0,56,0.0,0.0,0.0,0.0,351,0,0,0.0,0.0,2025-05-10T16:30:00Z,0,0,0,0,0,0,0,0,False,3,0,0,0,0,36,0,5275,0,1,0,0.0,0,-19,0,19,40,False,0
144,Amario Cozier-Duberry,MID,Brighton,0.0,0,0,0,0,0.0,118,0.0,0.0,0.0,0.0,360,0,0,0.0,0.0,2025-05-10T14:00:00Z,0,0,0,0,0,0,0,0,False,20,0,0,0,0,36,0,2613,0,2,0,0.0,0,-4,0,4,45,False,0
145,Emerson Leite de Souza Junior,DEF,Spurs,0.0,0,0,0,0,0.0,487,0.0,0.0,0.0,0.0,359,0,0,0.0,0.0,2025-05-11T13:15:00Z,0,0,0,0,0,0,0,0,False,7,0,0,0,0,36,0,922,0,2,0,0.0,0,0,0,0,45,True,0
146,Kai Havertz,FWD,Arsenal,0.0,0,0,0,0,0.0,4,0.0,0.0,0.0,0.0,354,0,0,0.0,0.0,2025-05-11T15:30:00Z,0,0,0,0,0,0,0,0,False,12,0,0,0,0,36,0,659447,0,2,2,0.0,0,-1507,92,1599,77,False,0
147,Scott Carson,GK,Man City,1.0,0,0,0,0,0.0,344,0.0,0.0,0.0,0.0,358,0,0,0.0,0.0,2025-05-10T14:00:00Z,0,0,0,0,0,0,0,0,False,17,0,0,0,0,36,0,22956,0,0,0,0.0,0,-348,176,524,39,False,0
148,Ethan Brierley,MID,Brentford,0.5,0,0,0,0,0.0,87,0.0,0.0,0.0,0.0,353,0,0,0.0,0.0,2025-05-10T14:00:00Z,0,0,0,0,0,0,0,0,False,10,0,0,0,0,36,0,8550,0,1,0,0.0,0,-11,65,76,44,False,0
149,Andrey Nascimento dos Santos,MID,Chelsea,0.0,0,0,0,0,0.0,150,0.0,0.0,0.0,0.0,356,0,0,0.0,0.0,2025-05-11T11:00:00Z,0,0,0,0,0,0,0,0,False,15,0,0,0,0,36,0,287,0,0,2,0.0,0,-1,0,1,45,False,0
150,Rico Henry,DEF,Brentford,1.0,0,0,0,0,0.0,92,0.0,0.0,0.0,0.0,353,0,0,0.0,0.0,2025-05-10T14:00:00Z,0,0,0,0,0,0,0,0,False,10,0,0,0,0,36,0,3413,0,1,0,0.0,0,157,222,65,43,False,0
151,Mateusz Lis,GK,Southampton,0.0,0,0,0,0,0.0,465,0.0,0.0,0.0,0.0,358,0,0,0.0,0.0,2025-05-10T14:00:00Z,0,0,0,0,0,0,0,0,False,13,0,0,0,0,36,0,7124,0,0,0,0.0,0,-77,0,77,40,True,0
152,Yoane Wissa,FWD,Brentford,7.0,0,0,7,1,13.4,110,0.08,0.63,0.55,0.76,353,0,0,5.2,2.4,2025-05-10T14:00:00Z,90,0,0,0,0,0,0,0,False,10,0,0,0,0,36,0,2539874,1,1,0,36.0,1,606648,623660,17012,68,False,1
153,Daniel Iversen,GK,Leicester,-1.0,0,0,0,0,0.0,294,0.0,0.0,0.0,0.0,357,0,0,0.0,0.0,2025-05-11T13:15:00Z,0,0,0,0,0,0,0,0,False,16,0,0,0,0,36,0,83005,0,2,2,0.0,0,-1406,228,1634,39,False,0
154,Kevin Danso,DEF,Spurs,1.0,0,0,8,0,0.7,767,0.0,0.02,0.02,3.39,359,2,0,4.8,29.8,2025-05-11T13:15:00Z,90,0,0,0,0,0,0,0,False,7,0,0,0,0,36,0,3174,1,2,0,17.0,1,154,226,72,44,True,0
155,Mads Hermansen,GK,Leicester,0.0,0,0,0,0,0.0,293,0.0,0.0,0.0,0.0,357,0,0,0.0,0.0,2025-05-11T13:15:00Z,0,0,0,0,0,0,0,0,False,16,0,0,0,0,36,0,43988,0,2,2,0.0,0,-1746,106,1852,44,False,0
156,Rob Holding,DEF,Crystal Palace,0.0,0,0,0,0,0.0,202,0.0,0.0,0.0,0.0,359,0,0,0.0,0.0,2025-05-11T13:15:00Z,0,0,0,0,0,0,0,0,False,18,0,0,0,0,36,0,6993,0,2,0,0.0,0,-21,0,21,42,False,0
157,Ismaïla Sarr,MID,Crystal Palace,2.6,1,0,18,1,34.1,585,0.33,0.96,0.63,0.58,359,0,0,7.4,17.2,2025-05-11T13:15:00Z,77,0,0,0,0,0,0,0,False,18,0,0,0,0,36,0,802029,1,2,0,23.0,6,-111445,12645,124090,57,False,0
158,Jarrod Bowen,MID,West Ham,9.0,0,0,25,1,4.8,514,0.01,0.3,0.29,0.73,355,0,1,6.2,36.2,2025-05-11T13:15:00Z,72,0,0,0,0,0,0,0,False,14,0,0,0,0,36,0,1393848,1,2,0,21.0,8,95329,157290,61961,77,False,0
159,Mark O’Mahony,FWD,Brighton,0.0,0,0,0,0,0.0,138,0.0,0.0,0.0,0.0,360,0,0,0.0,0.0,2025-05-10T14:00:00Z,0,0,0,0,0,0,0,0,False,20,0,0,0,0,36,0,21273,0,2,0,0.0,0,-71,0,71,45,False,0
160,Ryan Sessegnon,DEF,Fulham,5.8,0,0,-1,0,3.5,579,0.03,0.07,0.04,1.03,352,3,0,5.5,28.0,2025-05-10T14:00:00Z,82,0,0,0,0,0,0,0,False,8,0,0,0,0,36,0,368012,1,3,1,23.0,1,61454,73958,12504,42,True,0
161,Josh Dasilva,MID,Brentford,0.0,0,0,0,0,0.0,90,0.0,0.0,0.0,0.0,353,0,0,0.0,0.0,2025-05-10T14:00:00Z,0,0,0,0,0,0,0,0,False,10,0,0,0,0,36,0,504,0,1,0,0.0,0,1,6,5,48,False,0
162,Jadon Sancho,MID,Chelsea,0.3,0,0,5,0,12.8,386,0.04,0.04,0.0,0.01,356,1,0,2.1,4.6,2025-05-11T11:00:00Z,15,0,0,0,0,0,0,0,False,15,0,0,0,0,36,0,107398,0,0,2,4.0,1,-1828,892,2720,62,False,0
163,Sam Johnstone,GK,Wolves,0.0,0,0,0,0,0.0,204,0.0,0.0,0.0,0.0,360,0,0,0.0,0.0,2025-05-10T14:00:00Z,0,0,0,0,0,0,0,0,False,5,0,0,0,0,36,0,29282,0,2,0,0.0,0,-496,66,562,41,True,0
164,Jonny Evans,DEF,Man Utd,0.0,0,0,0,0,0.0,371,0.0,0.0,0.0,0.0,355,0,0,0.0,0.0,2025-05-11T13:15:00Z,0,0,0,0,0,0,0,0,False,19,0,0,0,0,36,0,8929,0,2,0,0.0,0,17,47,30,44,True,0
165,Mohamed Salah,MID,Liverpool,3.8,0,0,7,0,30.4,328,0.39,0.39,0.0,2.31,354,2,0,5.4,4.0,2025-05-11T15:30:00Z,90,0,0,0,0,0,0,0,False,1,0,0,0,0,36,0,7844933,1,2,2,20.0,2,-273562,14395,287957,137,True,0
166,Federico Chiesa,MID,Liverpool,0.2,0,0,0,0,0.0,636,0.0,0.0,0.0,0.0,354,0,0,0.0,0.0,2025-05-11T15:30:00Z,0,0,0,0,0,0,0,0,False,1,0,0,0,0,36,0,19843,0,2,2,0.0,0,57,496,439,68,True,0
167,Timothy Castagne,DEF,Fulham,0.0,0,0,0,0,0.0,244,0.0,0.0,0.0,0.0,352,0,0,0.0,0.0,2025-05-10T14:00:00Z,0,0,0,0,0,0,0,0,False,8,0,0,0,0,36,0,104981,0,3,1,0.0,0,-10204,88,10292,42,True,0
168,Tariq Lamptey,DEF,Brighton,0.5,0,0,2,0,5.3,131,0.09,0.09,0.0,0.83,360,0,0,1.6,10.2,2025-05-10T14:00:00Z,58,0,0,0,0,0,0,0,False,20,0,0,0,0,36,0,25898,1,2,0,0.0,1,-117,299,416,44,False,0
169,Ola Aina,DEF,Nott'm Forest,1.5,0,0,6,0,2.3,422,0.03,0.03,0.0,1.07,357,2,0,1.1,8.6,2025-05-11T13:15:00Z,90,0,0,0,0,0,0,0,False,11,0,0,0,0,36,0,1529662,1,2,2,0.0,0,104104,120782,16678,52,True,1
170,Taiwo Awoniyi,FWD,Nott'm Forest,1.8,0,0,3,0,0.0,424,0.0,0.0,0.0,0.15,357,0,0,0.0,0.0,2025-05-11T13:15:00Z,7,0,0,0,0,0,0,0,False,11,0,0,0,0,36,0,37312,0,2,2,0.0,1,506,1072,566,55,True,0
171,Leandro Trossard,MID,Arsenal,8.2,1,2,31,0,29.8,23,0.37,0.67,0.3,2.19,354,2,0,8.2,27.0,2025-05-11T15:30:00Z,77,0,0,0,0,0,0,0,False,12,0,0,0,0,36,0,475214,1,2,2,25.0,7,-63641,24626,88267,68,False,0
172,Jacob Greaves,DEF,Ipswich,0.3,0,0,10,0,21.4,270,0.02,0.06,0.04,1.41,353,1,0,5.3,24.0,2025-05-10T14:00:00Z,90,0,0,0,0,0,0,0,False,4,0,0,0,0,36,0,272581,1,1,0,8.0,2,-8459,3582,12041,38,True,0
173,Issa Kaboré,DEF,Man City,0.0,0,0,0,0,0.0,626,0.0,0.0,0.0,0.0,358,0,0,0.0,0.0,2025-05-10T14:00:00Z,0,0,0,0,0,0,0,0,False,17,0,0,0,0,36,0,516,0,0,0,0.0,0,0,0,0,45,False,0
174,Alfie Whiteman,GK,Spurs,0.0,0,0,0,0,0.0,510,0.0,0.0,0.0,0.0,359,0,0,0.0,0.0,2025-05-11T13:15:00Z,0,0,0,0,0,0,0,0,False,7,0,0,0,0,36,0,194915,0,2,0,0.0,0,-2072,940,3012,39,True,0
175,Séamus Coleman,DEF,Everton,0.2,0,0,5,0,0.3,221,0.0,0.0,0.0,0.13,352,0,0,0.5,4.2,2025-05-10T14:00:00Z,1,0,0,0,0,0,0,0,False,9,0,0,0,0,36,0,3986,0,3,1,0.0,1,6,96,90,43,False,0
176,Fabian Schär,DEF,Newcastle,5.8,0,0,21,1,1.8,415,0.02,0.02,0.0,0.69,356,0,0,2.2,18.6,2025-05-11T11:00:00Z,90,0,0,0,0,0,0,0,False,6,0,0,0,0,36,0,478695,1,0,2,2.0,5,-54869,11193,66062,56,True,1
177,Nicolas Jackson,FWD,Chelsea,2.0,0,0,-9,0,1.3,180,0.0,0.0,0.0,1.0,356,2,0,0.0,0.0,2025-05-11T11:00:00Z,35,0,0,0,0,0,0,0,False,15,0,0,0,1,36,0,763000,1,0,2,4.0,-2,-4867,10600,15467,77,False,0
178,Joe White,MID,Newcastle,0.0,0,0,0,0,0.0,419,0.0,0.0,0.0,0.0,356,0,0,0.0,0.0,2025-05-11T11:00:00Z,0,0,0,0,0,0,0,0,False,6,0,0,0,0,36,0,13517,0,0,2,0.0,0,-15,0,15,45,True,0
179,Jamie Vardy,FWD,Leicester,3.0,1,0,17,0,14.3,306,0.02,0.03,0.01,1.31,357,2,0,4.4,17.4,2025-05-11T13:15:00Z,90,0,0,0,0,0,0,0,False,16,0,0,0,0,36,0,537147,1,2,2,12.0,5,-6127,14587,20714,53,False,0
180,Miguel Almirón Rejala,MID,Newcastle,0.0,0,0,0,0,0.0,391,0.0,0.0,0.0,0.0,356,0,0,0.0,0.0,2025-05-11T11:00:00Z,0,0,0,0,0,0,0,0,False,6,0,0,0,0,36,0,33506,0,0,2,0.0,0,-69,0,69,54,True,0
181,James Garner,MID,Everton,2.0,0,0,9,0,5.1,223,0.03,0.03,0.0,0.79,352,1,0,1.7,12.2,2025-05-10T14:00:00Z,90,0,0,0,0,0,0,0,False,9,0,0,0,0,36,0,2357,1,3,1,0.0,2,-19,94,113,49,False,0
182,Marcus Tavernier,MID,Bournemouth,2.2,0,0,17,0,20.6,83,0.09,0.1,0.01,0.98,351,1,0,3.4,9.0,2025-05-10T16:30:00Z,90,0,0,0,0,0,0,0,False,2,0,0,0,0,36,0,24094,1,1,0,4.0,2,181,588,407,54,True,0
183,Lewis Dobbin,MID,Aston Villa,0.0,0,0,0,0,0.0,37,0.0,0.0,0.0,0.0,351,0,0,0.0,0.0,2025-05-10T16:30:00Z,0,0,0,0,0,0,0,0,False,3,0,0,0,0,36,0,183,0,1,0,0.0,0,0,0,0,50,False,0
184,Chido Obi-Martin,FWD,Man Utd,1.0,0,0,0,0,0.0,776,0.0,0.0,0.0,0.0,355,0,0,0.0,0.0,2025-05-11T13:15:00Z,0,0,0,0,0,0,0,0,False,19,0,0,0,0,36,0,21142,0,2,0,0.0,0,1191,2912,1721,45,True,0
185,Viljami Sinisalo,GK,Aston Villa,0.0,0,0,0,0,0.0,55,0.0,0.0,0.0,0.0,351,0,0,0.0,0.0,2025-05-10T16:30:00Z,0,0,0,0,0,0,0,0,False,3,0,0,0,0,36,0,60,0,1,0,0.0,0,0,0,0,40,False,0
186,Omari Kellyman,MID,Chelsea,0.0,0,0,0,0,0.0,173,0.0,0.0,0.0,0.0,356,0,0,0.0,0.0,2025-05-11T11:00:00Z,0,0,0,0,0,0,0,0,False,15,0,0,0,0,36,0,7397,0,0,2,0.0,0,-38,172,210,43,False,0
187,Jayce Fitzgerald,MID,Man Utd,0.0,0,0,0,0,0.0,673,0.0,0.0,0.0,0.0,355,0,0,0.0,0.0,2025-05-11T13:15:00Z,0,0,0,0,0,0,0,0,False,19,0,0,0,0,36,0,680,0,2,0,0.0,0,2,11,9,45,True,0
188,Daniel Castelo Podence,MID,Wolves,0.0,0,0,0,0,0.0,562,0.0,0.0,0.0,0.0,360,0,0,0.0,0.0,2025-05-10T14:00:00Z,0,0,0,0,0,0,0,0,False,5,0,0,0,0,36,0,2237,0,2,0,0.0,0,-2,0,2,55,True,0
