,name,position,team,xP,assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,modified,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards
314,Kurt Zouma,DEF,West Ham,0.0,0,0,0,0,0.0,532,0.0,0.0,0.0,0.0,150,0,0,0.0,0.0,2024-12-09T20:00:00Z,0,False,20,0,0,0,0,15,0,16996,0,1,2,0.0,0,-305,0,305,44,True,0
315,Sékou Mara,FWD,Southampton,0.0,0,0,0,0,0.0,468,0.0,0.0,0.0,0.0,141,0,0,0.0,0.0,2024-12-07T15:00:00Z,0,False,2,0,0,0,0,15,0,3059,0,0,1,0.0,0,-46,0,46,50,False,0
316,Joseph O'Brien-Whitmarsh,MID,Southampton,-0.5,0,0,0,0,0.0,693,0.0,0.0,0.0,0.0,141,0,0,0.0,0.0,2024-12-07T15:00:00Z,0,False,2,0,0,0,0,15,0,213,0,0,1,0.0,0,190,267,77,45,False,0
317,Antony Matheus dos Santos,MID,Man Utd,0.2,0,0,0,0,0.0,365,0.0,0.0,0.0,0.0,148,0,0,0.0,0.0,2024-12-07T17:30:00Z,0,False,16,0,0,0,0,15,0,22001,0,3,2,0.0,0,-213,318,531,57,True,0
318,Dara O'Shea,DEF,Ipswich,1.2,0,0,2,0,1.0,630,0.06,0.06,0.0,3.28,146,2,0,3.3,22.4,2024-12-08T14:00:00Z,90,False,3,0,0,0,0,15,0,177888,1,2,1,10.0,1,23042,29479,6437,40,True,0
319,Kalvin Phillips,MID,Ipswich,0.0,0,0,0,0,0.0,359,0.0,0.0,0.0,0.0,146,0,0,0.0,0.0,2024-12-08T14:00:00Z,0,False,3,0,0,0,0,15,0,6040,0,2,1,0.0,0,-96,79,175,49,True,0
320,Chadi Riad Dnanou,DEF,Crystal Palace,0.0,0,0,0,0,0.0,195,0.0,0.0,0.0,0.0,143,0,0,0.0,0.0,2024-12-07T15:00:00Z,0,False,13,0,0,0,0,15,0,5201,0,2,2,0.0,0,-106,24,130,43,True,0
321,Freddie Ladapo,FWD,Ipswich,0.0,0,0,0,0,0.0,276,0.0,0.0,0.0,0.0,146,0,0,0.0,0.0,2024-12-08T14:00:00Z,0,False,3,0,0,0,0,15,0,62739,0,2,1,0.0,0,-2396,0,2396,45,True,0
322,Levi Colwill,DEF,Chelsea,2.2,0,0,3,0,0.9,162,0.01,0.2,0.19,2.9,149,3,0,3.0,20.4,2024-12-08T16:30:00Z,90,False,18,0,0,0,0,15,0,438223,1,4,3,9.0,1,-6586,19930,26516,45,False,0
323,Nick Pope,GK,Newcastle,1.2,0,0,1,0,0.0,413,0.0,0.0,0.0,1.23,142,4,0,2.7,26.6,2024-12-07T15:00:00Z,90,False,4,0,0,0,0,15,4,723699,1,2,4,0.0,1,-3576,20144,23720,50,False,0
324,Jorge Luiz Frello Filho,MID,Arsenal,2.2,0,0,17,0,6.7,7,0.04,0.04,0.0,0.16,145,1,0,1.7,10.4,2024-12-08T14:00:00Z,73,False,9,0,0,0,0,15,0,25660,1,1,1,0.0,2,-46,843,889,47,False,0
325,Oliwier Zych,GK,Aston Villa,0.5,0,0,0,0,0.0,641,0.0,0.0,0.0,0.0,141,0,0,0.0,0.0,2024-12-07T15:00:00Z,0,False,17,0,0,0,0,15,0,75581,0,0,1,0.0,0,-1576,533,2109,40,True,0
326,Luke Woolfenden,DEF,Ipswich,0.0,0,0,0,0,0.0,284,0.0,0.0,0.0,0.0,146,0,0,0.0,0.0,2024-12-08T14:00:00Z,0,False,3,0,0,0,0,15,0,171225,0,2,1,0.0,0,-3038,494,3532,40,True,0
327,Łukasz Fabiański,GK,West Ham,2.2,0,0,10,0,0.3,521,0.0,0.0,0.0,1.63,150,1,0,1.9,18.8,2024-12-09T20:00:00Z,90,False,20,0,0,0,0,15,4,2131496,1,1,2,0.0,2,34824,53017,18193,41,True,1
328,Yerson Mosquera,DEF,Wolves,0.0,0,0,0,0,0.0,558,0.0,0.0,0.0,0.0,150,0,0,0.0,0.0,2024-12-09T20:00:00Z,0,False,19,0,0,0,0,15,0,58556,0,1,2,0.0,0,-1348,1124,2472,39,False,0
329,Sil Swinkels,DEF,Aston Villa,0.5,0,0,0,0,0.0,640,0.0,0.0,0.0,0.0,141,0,0,0.0,0.0,2024-12-07T15:00:00Z,0,False,17,0,0,0,0,15,0,7834,0,0,1,0.0,0,-80,157,237,40,True,0
330,Christian Nørgaard,MID,Brentford,0.9,1,0,24,0,26.2,101,0.06,0.06,0.0,1.48,142,2,0,6.7,38.6,2024-12-07T15:00:00Z,90,False,15,0,0,0,0,15,0,17598,1,2,4,2.0,5,-2612,348,2960,48,True,0
331,Emiliano Martínez Romero,GK,Aston Villa,3.3,0,0,20,1,0.0,47,0.0,0.0,0.0,0.33,141,0,0,0.2,2.0,2024-12-07T15:00:00Z,90,False,17,0,0,0,0,15,0,1339040,1,0,1,0.0,6,22092,63949,41857,50,True,0
332,Luca Williams-Barnett,MID,Spurs,0.0,0,0,0,0,0.0,689,0.0,0.0,0.0,0.0,149,0,0,0.0,0.0,2024-12-08T16:30:00Z,0,False,6,0,0,0,0,15,0,249,0,4,3,0.0,0,50,101,51,45,True,0
333,Declan Rice,MID,Arsenal,3.8,0,1,21,0,46.3,16,0.6,0.72,0.12,0.16,145,1,0,7.3,10.4,2024-12-08T14:00:00Z,90,False,9,0,0,0,0,15,0,277287,1,1,1,16.0,2,5726,10360,4634,62,False,1
334,Dejan Kulusevski,MID,Spurs,4.0,0,0,23,0,1.3,492,0.04,0.09,0.05,2.04,149,3,1,5.9,34.4,2024-12-08T16:30:00Z,78,False,6,0,0,0,0,15,0,399862,1,4,3,23.0,7,-50474,11311,61785,63,True,0
335,Pascal Groß,MID,Brighton,0.0,0,0,0,0,0.0,125,0.0,0.0,0.0,0.0,147,0,0,0.0,0.0,2024-12-08T14:00:00Z,0,False,11,0,0,0,0,15,0,2664,0,2,2,0.0,0,-13,0,13,65,False,0
336,Gabriel dos Santos Magalhães,DEF,Arsenal,3.6,0,0,0,0,0.0,3,0.0,0.0,0.0,0.0,145,0,0,0.0,0.0,2024-12-08T14:00:00Z,0,False,9,0,0,0,0,15,0,2657917,0,1,1,0.0,0,-121694,79219,200913,62,False,0
337,Salah-Eddine Oulad M'hand,MID,Arsenal,1.0,0,0,0,0,0.0,638,0.0,0.0,0.0,0.0,145,0,0,0.0,0.0,2024-12-08T14:00:00Z,0,False,9,0,0,0,0,15,0,1404,0,1,1,0.0,0,-13,49,62,45,False,0
338,Mohammed Kudus,MID,West Ham,2.2,1,2,22,0,21.3,525,0.1,0.16,0.06,1.46,150,1,0,8.0,27.6,2024-12-09T20:00:00Z,86,False,20,0,0,0,0,15,0,269372,1,1,2,31.0,7,9899,15514,5615,62,True,0
339,Benicio Baker-Boaitey,MID,Brighton,0.0,0,0,0,0,0.0,114,0.0,0.0,0.0,0.0,147,0,0,0.0,0.0,2024-12-08T14:00:00Z,0,False,11,0,0,0,0,15,0,255,0,2,2,0.0,0,-3,0,3,45,False,0
340,Vitaly Janelt,MID,Brentford,1.5,0,0,0,0,0.0,94,0.0,0.0,0.0,0.0,142,0,0,0.0,0.0,2024-12-07T15:00:00Z,0,False,15,0,0,0,0,15,0,67413,0,2,4,0.0,0,-9501,1441,10942,49,True,0
341,Adama Traoré,MID,Fulham,-0.2,0,0,3,0,4.4,239,0.01,0.01,0.0,1.68,145,1,0,0.8,3.6,2024-12-08T14:00:00Z,59,False,1,0,0,0,0,15,0,225297,1,1,1,0.0,1,-28604,2576,31180,48,True,0
342,Jens Cajuste,MID,Ipswich,1.5,0,0,3,0,0.0,619,0.0,0.0,0.0,0.65,146,1,0,0.0,0.0,2024-12-08T14:00:00Z,1,False,3,0,0,0,0,15,0,11899,0,2,1,0.0,1,3002,3811,809,45,True,0
343,Tommy Setford,GK,Arsenal,1.0,0,0,0,0,0.0,639,0.0,0.0,0.0,0.0,145,0,0,0.0,0.0,2024-12-08T14:00:00Z,0,False,9,0,0,0,0,15,0,4118,0,1,1,0.0,0,-43,129,172,45,False,0
344,João Pedro Ferreira Silva,MID,Nott'm Forest,2.5,0,0,5,0,12.3,596,0.51,0.62,0.11,1.37,148,2,0,2.7,2.4,2024-12-07T17:30:00Z,67,False,14,0,0,0,0,15,0,12431,1,3,2,12.0,1,-202,341,543,59,False,1
345,Ashley Phillips,DEF,Spurs,0.0,0,0,0,0,0.0,478,0.0,0.0,0.0,0.0,149,0,0,0.0,0.0,2024-12-08T16:30:00Z,0,False,6,0,0,0,0,15,0,21127,0,4,3,0.0,0,-376,0,376,40,True,0
346,Keane Lewis-Potter,MID,Brentford,1.8,0,0,2,0,6.8,98,0.12,0.14,0.02,1.48,142,2,0,1.9,8.0,2024-12-07T15:00:00Z,90,False,15,0,0,0,0,15,0,10354,1,2,4,4.0,1,-932,311,1243,50,True,1
347,Ben Johnson,DEF,Ipswich,0.2,0,0,10,0,0.8,275,0.0,0.0,0.0,3.28,146,2,0,2.2,19.2,2024-12-08T14:00:00Z,90,False,3,0,0,0,0,15,0,196067,1,2,1,2.0,1,-6449,872,7321,40,True,0
348,Michael Golding,MID,Leicester,0.0,0,0,0,0,0.0,292,0.0,0.0,0.0,0.0,147,0,0,0.0,0.0,2024-12-08T14:00:00Z,0,False,5,0,0,0,0,15,0,27534,0,2,2,0.0,0,-1267,630,1897,44,True,0
349,João Félix Sequeira,MID,Chelsea,2.2,0,0,2,0,0.0,621,0.0,0.0,0.0,0.88,149,1,0,0.0,0.0,2024-12-08T16:30:00Z,1,False,18,0,0,0,0,15,0,54469,0,4,3,0.0,1,-707,1536,2243,61,False,0
350,Remi Matthews,GK,Crystal Palace,-1.0,0,0,0,0,0.0,209,0.0,0.0,0.0,0.0,143,0,0,0.0,0.0,2024-12-07T15:00:00Z,0,False,13,0,0,0,0,15,0,59432,0,2,2,0.0,0,-762,479,1241,40,True,0
351,Zach Marsh,FWD,Crystal Palace,-1.0,0,0,0,0,0.0,676,0.0,0.0,0.0,0.0,143,0,0,0.0,0.0,2024-12-07T15:00:00Z,0,False,13,0,0,0,0,15,0,32473,0,2,2,0.0,0,4706,8916,4210,45,True,0
352,Alfie Gilchrist,DEF,Chelsea,0.0,0,0,0,0,0.0,170,0.0,0.0,0.0,0.0,149,0,0,0.0,0.0,2024-12-08T16:30:00Z,0,False,18,0,0,0,0,15,0,3836,0,4,3,0.0,0,-74,0,74,40,False,0
353,Nayef Aguerd,DEF,West Ham,0.0,0,0,0,0,0.0,529,0.0,0.0,0.0,0.0,150,0,0,0.0,0.0,2024-12-09T20:00:00Z,0,False,20,0,0,0,0,15,0,4946,0,1,2,0.0,0,-62,0,62,44,True,0
354,Emile Smith Rowe,MID,Fulham,0.5,0,0,3,0,1.8,19,0.0,0.0,0.0,1.68,145,1,0,0.2,0.6,2024-12-08T14:00:00Z,59,False,1,0,0,0,0,15,0,2301118,1,1,1,0.0,1,-296371,14462,310833,56,True,0
355,Enes Ünal,FWD,Bournemouth,3.0,0,1,27,0,1.6,65,0.0,0.78,0.78,0.48,146,0,1,7.0,31.4,2024-12-08T14:00:00Z,27,False,10,0,0,0,0,15,0,6241,0,2,1,37.0,6,435,949,514,54,False,0
356,Lucas Bergström,GK,Chelsea,0.0,0,0,0,0,0.0,154,0.0,0.0,0.0,0.0,149,0,0,0.0,0.0,2024-12-08T16:30:00Z,0,False,18,0,0,0,0,15,0,25840,0,4,3,0.0,0,-487,146,633,40,False,0
357,Kacper Kozłowski,MID,Brighton,0.0,0,0,0,0,0.0,130,0.0,0.0,0.0,0.0,147,0,0,0.0,0.0,2024-12-08T14:00:00Z,0,False,11,0,0,0,0,15,0,65,0,2,2,0.0,0,0,0,0,45,False,0
358,Francisco Evanilson de Lima Barbosa,FWD,Bournemouth,4.5,0,0,4,0,13.6,617,0.0,0.15,0.15,1.13,146,1,0,2.9,0.0,2024-12-08T14:00:00Z,73,False,10,0,0,0,0,15,0,514864,1,2,1,18.0,2,185701,200386,14685,61,False,0
359,Axel Tuanzebe,DEF,Ipswich,0.0,0,0,0,0,0.0,282,0.0,0.0,0.0,0.0,146,0,0,0.0,0.0,2024-12-08T14:00:00Z,0,False,3,0,0,0,0,15,0,227151,0,2,1,0.0,0,-19916,318,20234,40,True,0
360,Gabriel Fernando de Jesus,FWD,Arsenal,1.8,0,0,5,0,0.0,2,0.0,0.0,0.0,0.0,145,0,0,0.2,2.2,2024-12-08T14:00:00Z,16,False,9,0,0,0,0,15,0,97896,0,1,1,0.0,1,-1350,1265,2615,68,False,0
361,Ruairi McConville,DEF,Brighton,0.0,0,0,0,0,0.0,681,0.0,0.0,0.0,0.0,147,0,0,0.0,0.0,2024-12-08T14:00:00Z,0,False,11,0,0,0,0,15,0,603,0,2,2,0.0,0,46,119,73,40,False,0
362,David Raya Martin,GK,Arsenal,5.0,0,0,5,0,0.0,15,0.0,0.0,0.0,0.16,145,1,0,1.1,11.2,2024-12-08T14:00:00Z,90,False,9,0,0,0,0,15,1,3222219,1,1,1,0.0,2,82924,114838,31914,55,False,0
363,Enso González,MID,Wolves,0.0,0,0,0,0,0.0,547,0.0,0.0,0.0,0.0,150,0,0,0.0,0.0,2024-12-09T20:00:00Z,0,False,19,0,0,0,0,15,0,5519,0,1,2,0.0,0,-206,776,982,44,False,0
364,Archie Gray,MID,Spurs,1.0,0,0,3,0,0.1,489,0.0,0.0,0.0,0.79,149,1,0,0.2,1.8,2024-12-08T16:30:00Z,11,False,6,0,0,0,0,15,0,13820,0,4,3,0.0,1,-67,462,529,46,True,0
365,Christopher Nkunku,MID,Chelsea,4.0,0,0,3,0,0.1,181,0.0,0.0,0.0,0.97,149,1,0,0.0,0.0,2024-12-08T16:30:00Z,14,False,18,0,0,0,0,15,0,265327,0,4,3,0.0,1,13265,18512,5247,58,False,0
366,Manuel Akanji,DEF,Man City,0.5,0,0,0,0,0.0,340,0.0,0.0,0.0,0.0,143,0,0,0.0,0.0,2024-12-07T15:00:00Z,0,False,7,0,0,0,0,15,0,354283,0,2,2,0.0,0,-37808,1258,39066,54,False,0
367,Kaelan Casey,DEF,West Ham,0.0,0,0,0,0,0.0,643,0.0,0.0,0.0,0.0,150,0,0,0.0,0.0,2024-12-09T20:00:00Z,0,False,20,0,0,0,0,15,0,19749,0,1,2,0.0,0,-348,168,516,40,True,0
368,Joe Willock,MID,Newcastle,1.0,0,0,0,0,0.0,420,0.0,0.0,0.0,0.0,142,0,0,0.0,0.0,2024-12-07T15:00:00Z,0,False,4,0,0,0,0,15,0,19742,0,2,4,0.0,0,-440,966,1406,48,False,0
369,Mark Flekken,GK,Brentford,4.2,1,0,16,0,10.0,91,0.04,0.04,0.0,1.48,142,2,0,4.1,31.0,2024-12-07T15:00:00Z,90,False,15,0,0,0,0,15,2,1278228,1,2,4,0.0,3,-19063,17977,37040,45,True,1
370,Lewis Cook,MID,Bournemouth,1.0,0,0,14,0,18.3,64,0.06,0.16,0.1,1.32,146,1,0,4.8,26.6,2024-12-08T14:00:00Z,90,False,10,0,0,0,0,15,0,23200,1,2,1,3.0,2,-2726,525,3251,50,False,0
371,Alex Iwobi,MID,Fulham,6.2,0,0,9,0,2.0,247,0.01,0.01,0.0,2.03,145,1,0,0.6,3.8,2024-12-08T14:00:00Z,90,False,1,0,0,0,0,15,0,383411,1,1,1,0.0,2,83528,101012,17484,56,True,0
372,Ethan Nwaneri,MID,Arsenal,3.0,0,0,4,0,0.7,12,0.0,0.0,0.0,0.0,145,0,0,0.2,1.4,2024-12-08T14:00:00Z,11,False,9,0,0,0,0,15,0,47938,0,1,1,0.0,1,147,4494,4347,45,False,0
373,Ross Stewart,FWD,Southampton,0.0,0,0,0,0,0.0,473,0.0,0.0,0.0,0.0,141,0,0,0.0,0.0,2024-12-07T15:00:00Z,0,False,2,0,0,0,0,15,0,208634,0,0,1,0.0,0,11406,27717,16311,44,False,0
374,Matt Doherty,DEF,Wolves,1.8,0,0,20,0,16.3,543,0.08,0.59,0.51,1.01,150,2,1,10.8,54.0,2024-12-09T20:00:00Z,90,False,19,0,0,0,0,15,0,16171,1,1,2,38.0,6,-215,298,513,43,False,1
375,Alejo Véliz,FWD,Spurs,0.0,0,0,0,0,0.0,507,0.0,0.0,0.0,0.0,149,0,0,0.0,0.0,2024-12-08T16:30:00Z,0,False,6,0,0,0,0,15,0,615,0,4,3,0.0,0,0,0,0,50,True,0
376,Ilkay Gündogan,MID,Man City,2.8,0,0,13,0,12.3,625,0.11,0.24,0.13,1.34,143,2,0,3.1,12.2,2024-12-07T15:00:00Z,90,False,7,0,0,0,0,15,0,53531,1,2,2,6.0,2,-2680,2343,5023,65,False,0
377,Isaac Hayden,MID,Newcastle,0.0,0,0,0,0,0.0,400,0.0,0.0,0.0,0.0,142,0,0,0.0,0.0,2024-12-07T15:00:00Z,0,False,4,0,0,0,0,15,0,8052,0,2,4,0.0,0,-278,231,509,45,False,0
378,Wilson Odobert,MID,Spurs,0.0,0,0,0,0,0.0,612,0.0,0.0,0.0,0.0,149,0,0,0.0,0.0,2024-12-08T16:30:00Z,0,False,6,0,0,0,0,15,0,2554,0,4,3,0.0,0,-23,16,39,53,True,0
379,Tom Cairney,MID,Fulham,0.0,0,0,0,0,0.0,243,0.0,0.0,0.0,0.0,145,0,0,0.0,0.0,2024-12-08T14:00:00Z,0,False,1,0,0,0,0,15,0,3081,0,1,1,0.0,0,-205,5,210,48,True,0
380,Jacob Ramsey,MID,Aston Villa,0.0,0,0,0,0,0.0,53,0.0,0.0,0.0,0.0,141,0,0,0.0,0.0,2024-12-07T15:00:00Z,0,False,17,0,0,0,0,15,0,24941,0,0,1,0.0,0,-1473,36,1509,54,True,0
381,Emiliano Buendía Stati,MID,Aston Villa,1.0,0,0,0,0,0.0,31,0.0,0.0,0.0,0.0,141,0,0,0.0,0.0,2024-12-07T15:00:00Z,0,False,17,0,0,0,0,15,0,8733,0,0,1,0.0,0,-47,177,224,52,True,0
382,James McAtee,MID,Man City,1.2,0,0,0,0,0.0,357,0.0,0.0,0.0,0.0,143,0,0,0.0,0.0,2024-12-07T15:00:00Z,0,False,7,0,0,0,0,15,0,4505,0,2,2,0.0,0,185,402,217,46,False,0
383,Luke Harris,MID,Fulham,0.0,0,0,0,0,0.0,246,0.0,0.0,0.0,0.0,145,0,0,0.0,0.0,2024-12-08T14:00:00Z,0,False,1,0,0,0,0,15,0,467,0,1,1,0.0,0,-10,0,10,45,True,0
384,Youri Tielemans,MID,Aston Villa,2.5,0,0,8,0,25.6,57,0.12,0.12,0.0,0.24,141,0,0,3.6,10.0,2024-12-07T15:00:00Z,58,False,17,0,0,0,0,15,0,135020,1,0,1,0.0,1,-1617,6407,8024,55,True,0
385,Oleksandr Zinchenko,DEF,Arsenal,2.8,0,0,0,0,0.0,25,0.0,0.0,0.0,0.0,145,0,0,0.0,0.0,2024-12-08T14:00:00Z,0,False,9,0,0,0,0,15,0,112774,0,1,1,0.0,0,2940,4379,1439,48,False,0
386,Francisco Jorge Tomás Oliveira,MID,Wolves,0.0,0,0,0,0,0.0,537,0.0,0.0,0.0,0.0,150,0,0,0.0,0.0,2024-12-09T20:00:00Z,0,False,19,0,0,0,0,15,0,9234,0,1,2,0.0,0,-257,0,257,45,False,0
387,Ederson Santana de Moraes,GK,Man City,1.2,0,0,0,0,0.0,347,0.0,0.0,0.0,0.0,143,0,0,0.0,0.0,2024-12-07T15:00:00Z,0,False,7,0,0,0,0,15,0,751128,0,2,2,0.0,0,-54291,4540,58831,54,False,0
388,Andrew Omobamidele,DEF,Nott'm Forest,0.0,0,0,0,0,0.0,440,0.0,0.0,0.0,0.0,148,0,0,0.0,0.0,2024-12-07T17:30:00Z,0,False,14,0,0,0,0,15,0,5595,0,3,2,0.0,0,-135,40,175,43,False,0
389,Diogo Dalot Teixeira,DEF,Man Utd,2.5,0,0,1,0,15.3,369,0.04,0.15,0.11,0.83,148,3,0,5.5,12.8,2024-12-07T17:30:00Z,90,False,16,0,0,0,0,15,0,1218970,1,3,2,27.0,1,14558,57122,42564,52,True,0
390,Pape Matar Sarr,MID,Spurs,1.5,0,0,-2,0,0.8,499,0.01,0.52,0.51,2.83,149,4,0,0.4,0.0,2024-12-08T16:30:00Z,90,False,6,0,0,0,0,15,0,21753,1,4,3,7.0,1,-331,1272,1603,48,True,1
391,Danny Welbeck,FWD,Brighton,0.9,0,0,5,0,0.5,148,0.01,0.28,0.27,1.0,147,2,0,1.0,1.2,2024-12-08T14:00:00Z,20,False,11,0,0,0,0,15,0,1836192,0,2,2,8.0,1,-334429,30066,364495,59,False,0
392,Yankuba Minteh,MID,Brighton,2.0,0,0,22,0,0.0,135,0.0,0.45,0.45,1.0,147,2,1,6.0,33.0,2024-12-08T14:00:00Z,20,False,11,0,0,0,0,15,0,46452,0,2,2,27.0,6,-2139,414,2553,51,False,0
393,Nathan Aké,DEF,Man City,0.0,0,0,0,0,0.0,341,0.0,0.0,0.0,0.0,143,0,0,0.0,0.0,2024-12-07T15:00:00Z,0,False,7,0,0,0,0,15,0,100457,0,2,2,0.0,0,-5186,1499,6685,53,False,0
394,Bernd Leno,GK,Fulham,0.8,0,0,12,0,0.0,248,0.0,0.0,0.0,2.03,145,1,0,2.4,24.2,2024-12-08T14:00:00Z,90,False,1,0,0,0,0,15,3,256496,1,1,1,0.0,3,-11509,2446,13955,50,True,0
395,Jamaal Lascelles,DEF,Newcastle,0.0,0,0,0,0,0.0,407,0.0,0.0,0.0,0.0,142,0,0,0.0,0.0,2024-12-07T15:00:00Z,0,False,4,0,0,0,0,15,0,525,0,2,4,0.0,0,-5,23,28,45,False,0
396,Axel Disasi,DEF,Chelsea,2.0,0,0,0,0,0.0,167,0.0,0.0,0.0,0.0,149,0,0,0.0,0.0,2024-12-08T16:30:00Z,0,False,18,0,0,0,0,15,0,44083,0,4,3,0.0,0,12579,13785,1206,42,False,0
397,Ismeal Kabia,MID,Arsenal,1.0,0,0,0,0,0.0,659,0.0,0.0,0.0,0.0,145,0,0,0.0,0.0,2024-12-08T14:00:00Z,0,False,9,0,0,0,0,15,0,1461,0,1,1,0.0,0,16,97,81,45,False,0
398,Kevin Schade,MID,Brentford,8.8,0,0,25,0,2.0,106,0.0,0.37,0.37,0.4,142,0,1,5.9,36.2,2024-12-07T15:00:00Z,17,False,15,0,0,0,0,15,0,51570,0,2,4,21.0,6,13579,18118,4539,51,True,0
399,Victor Kristiansen,DEF,Leicester,1.8,0,0,9,0,27.2,296,0.32,0.32,0.0,1.54,147,2,0,4.8,19.0,2024-12-08T14:00:00Z,90,False,5,0,0,0,0,15,0,14013,1,2,2,2.0,1,1007,1365,358,45,True,0
400,Kyle Walker-Peters,DEF,Southampton,1.3,0,0,13,0,19.3,476,0.07,0.07,0.0,2.29,141,1,0,3.8,12.8,2024-12-07T15:00:00Z,90,False,2,0,0,0,0,15,0,39509,1,0,1,6.0,2,857,2339,1482,44,False,0
401,Daniel Bentley,GK,Wolves,0.0,0,0,0,0,0.0,536,0.0,0.0,0.0,0.0,150,0,0,0.0,0.0,2024-12-09T20:00:00Z,0,False,19,0,0,0,0,15,0,165226,0,1,2,0.0,0,-2773,559,3332,40,False,0
402,Ivan Toney,FWD,Brentford,0.0,0,0,0,0,0.0,108,0.0,0.0,0.0,0.0,142,0,0,0.0,0.0,2024-12-07T15:00:00Z,0,False,15,0,0,0,0,15,0,135600,0,2,4,0.0,0,-897,0,897,73,True,0
403,Carlos Soler,MID,West Ham,3.0,0,0,12,1,5.7,654,0.06,0.24,0.18,0.79,150,0,0,1.6,3.2,2024-12-09T20:00:00Z,63,False,20,0,0,0,0,15,0,2965,1,1,2,7.0,2,62,335,273,50,True,1
404,Antonee Robinson,DEF,Fulham,1.2,0,0,3,0,0.9,255,0.01,0.01,0.0,2.03,145,1,0,2.4,23.4,2024-12-08T14:00:00Z,90,False,1,0,0,0,0,15,0,1664866,1,1,1,0.0,1,-58223,25747,83970,47,True,1
405,Romain Faivre,MID,Bournemouth,0.0,0,0,0,0,0.0,66,0.0,0.0,0.0,0.0,146,0,0,0.0,0.0,2024-12-08T14:00:00Z,0,False,10,0,0,0,0,15,0,621,0,2,1,0.0,0,-6,0,6,50,False,0
406,James Ward-Prowse,MID,Nott'm Forest,0.5,0,0,0,0,0.0,531,0.0,0.0,0.0,0.0,148,0,0,0.0,0.0,2024-12-07T17:30:00Z,0,False,14,0,0,0,0,15,0,60243,0,3,2,0.0,0,-1382,318,1700,62,False,0
407,Patson Daka,FWD,Leicester,2.5,0,0,3,0,0.4,289,0.0,0.0,0.0,0.31,147,0,0,0.1,0.2,2024-12-08T14:00:00Z,9,False,5,0,0,0,0,15,0,57431,0,2,2,0.0,1,31547,35051,3504,48,True,0
408,Illia Zabarnyi,DEF,Bournemouth,2.8,0,2,29,0,14.5,85,0.01,0.01,0.0,1.32,146,1,0,6.2,47.2,2024-12-08T14:00:00Z,90,False,10,0,0,0,0,15,0,41473,1,2,1,0.0,4,3637,4910,1273,44,False,0
409,Gavin Bazunu,GK,Southampton,0.0,0,0,0,0,0.0,454,0.0,0.0,0.0,0.0,141,0,0,0.0,0.0,2024-12-07T15:00:00Z,0,False,2,0,0,0,0,15,0,11114,0,0,1,0.0,0,-203,101,304,43,False,0
410,Sven Botman,DEF,Newcastle,0.0,0,0,0,0,0.0,393,0.0,0.0,0.0,0.0,142,0,0,0.0,0.0,2024-12-07T15:00:00Z,0,False,4,0,0,0,0,15,0,1412,0,2,4,0.0,0,-1,37,38,44,False,0
411,Hugo Bueno López,DEF,Wolves,0.0,0,0,0,0,0.0,549,0.0,0.0,0.0,0.0,150,0,0,0.0,0.0,2024-12-09T20:00:00Z,0,False,19,0,0,0,0,15,0,752,0,1,2,0.0,0,-10,0,10,45,False,0
412,Danny Ward,GK,Leicester,0.0,0,0,0,0,0.0,308,0.0,0.0,0.0,0.0,147,0,0,0.0,0.0,2024-12-08T14:00:00Z,0,False,5,0,0,0,0,15,0,221024,0,2,2,0.0,0,-3534,771,4305,40,True,0
413,Samuel Amo-Ameyaw,MID,Southampton,-0.5,0,0,-3,0,1.1,451,0.0,0.0,0.0,1.11,141,0,0,0.1,0.0,2024-12-07T15:00:00Z,17,False,2,0,0,0,0,15,0,15976,0,0,1,0.0,0,66,2518,2452,44,False,1
414,Joe Gauci,GK,Aston Villa,0.5,0,0,0,0,0.0,39,0.0,0.0,0.0,0.0,141,0,0,0.0,0.0,2024-12-07T15:00:00Z,0,False,17,0,0,0,0,15,0,87230,0,0,1,0.0,0,-1562,479,2041,40,True,0
415,João Pedro Junqueira de Jesus,FWD,Brighton,5.2,0,0,7,1,11.8,129,0.01,0.28,0.27,0.32,147,0,0,2.5,1.6,2024-12-08T14:00:00Z,70,False,11,0,0,0,0,15,0,2360485,1,2,2,12.0,2,299940,336505,36565,59,False,0
416,Justin Kluivert,MID,Bournemouth,6.8,0,0,11,0,35.8,71,0.06,0.35,0.29,0.83,146,1,0,8.0,9.6,2024-12-08T14:00:00Z,62,False,10,0,0,0,0,15,0,479844,1,2,1,35.0,2,198764,214533,15769,55,False,0
417,Ollie Scarles,DEF,West Ham,0.0,0,0,0,0,0.0,677,0.0,0.0,0.0,0.0,150,0,0,0.0,0.0,2024-12-09T20:00:00Z,0,False,20,0,0,0,0,15,0,1036,0,1,2,0.0,0,3,92,89,40,True,0
418,Josh Wilson-Esbrand,DEF,Man City,1.0,0,0,0,0,0.0,675,0.0,0.0,0.0,0.0,143,0,0,0.0,0.0,2024-12-07T15:00:00Z,0,False,7,0,0,0,0,15,0,1218,0,2,2,0.0,0,71,200,129,40,False,0
